,Sort (Service),Inverse (Pub/Sub),Sobel (Pub/Sub),Mnist (Pub/Sub),Sort (Service) RR,Inverse (Pub/Sub) RR,Sobel (Pub/Sub) RR,Mnist (Pub/Sub) RR,,,,,Sort (Service),Inverse (Pub/Sub),Sobel (Pub/Sub),Mnist (Pub/Sub),Sort (Service) RR,Inverse (Pub/Sub) RR,Sobel (Pub/Sub) RR,Mnist (Pub/Sub) RR
,"4394,17314529419","12,5627517700195","1739,91799354553","68,1633949279785","142,404317855835","93,5037136077881","1005,33270835876","75,2966403961182",,,,,,,,,,,,
,"185,944318771362","12,0656490325928","1151,52597427368","70,7197189331055","121,215343475342","10,0979804992676","1433,63118171692","71,7313289642334",,,,,,,,,,,,
,"2730,30066490173","13,4420394897461","1138,80395889282","70,5933570861816","522,430181503296","11,6136074066162","990,149736404419","68,5975551605225",,,,,,,,,,,,
,"245,517492294312","18,1319713592529","1722,12433815002","72,7245807647705","179,685592651367","10,8215808868408","1307,92546272278","72,2684860229492",,,,,,,,,,,,
,"151,042938232422","10,4074478149414","1295,95255851746","65,9902095794678","1272,90987968445","12,2148990631104","1039,16478157043","71,9301700592041",,,,,,,,,,,,
,"125,131130218506","15,3138637542725","1685,85729598999","74,638843536377","126,57904624939","11,4963054656982","1361,4809513092","70,5111026763916",,,,,,,,,,,,
,"740,355014801025","15,9921646118164","1179,57305908203","76,6782760620117","138,638257980347","12,1920108795166","1018,27478408813","73,9686489105225",,,,,,,,,,,,
,"1775,41160583496","13,8940811157227","1785,23659706116","2332,1008682251","133,233547210693","11,6345882415771","974,091291427612","69,5724487304688",,,,,,,,,,,,
,"2926,39875411987","15,0356292724609","1219,45285797119","2296,01883888245","147,093534469605","12,0806694030762","1174,40867424011","68,9942836761475",,,,,,,,,,,,
,"574,167251586914","14,8885250091553","1795,10688781738","667,147397994995","137,117862701416","11,5766525268555","1335,50477027893","74,1798877716064",,,,,,,,,,,,
,"2298,82550239563","13,5836601257324","1729,33292388916","544,387817382813","137,174367904663","12,1908187866211","1240,30065536499","72,5207328796387",,,,,,,,,,,,
,"743,610143661499","12,0420455932617","1753,33309173584","65,5436515808106","136,304616928101","14,5509243011475","1191,49327278137","72,3345279693604",,,,,,,,,,,,
,"8244,624376297","11,6872787475586","1249,22204017639","68,6044692993164","136,070489883423","466,12286567688","1062,35718727112","71,9332695007324",,,,,,,,,,,,
,"778,474092483521","15,660285949707","1843,6906337738","174,228191375732","136,752367019653","71,6018676757813","1047,6758480072","74,1426944732666",,,,,,,,,,,,
